,date,Farenheit,clouds_all,weather_description
1806,2017-09-11,63.12625,1,sky is clear
1807,2017-09-12,67.01791667,1,sky is clear
1808,2017-13-09,69.015,1,sky is clear
1809,2017-14-09,72.216,90,overcast clouds
1810,2017-15-09,72.8352,40,mist
1811,2017-16-09,73.22705882,90,overcast clouds
1812,2017-17-09,70.7055814,1,light rain
1813,2017-18-09,69.77162162,1,sky is clear
1814,2017-19-09,71.95,75,broken clouds
1815,2017-20-09,73.7392,90,light rain
1816,2017-21-09,74.43583333,1,sky is clear
1817,2017-22-09,73.05583333,1,sky is clear
1818,2017-23-09,75.74625,20,few clouds
1819,2017-24-09,76.06,1,sky is clear
1820,2017-25-09,76.10041667,1,sky is clear
1821,2017-26-09,71.55258065,1,sky is clear
1822,2017-27-09,74.7104,1,sky is clear
1823,2017-28-09,73.80074074,1,sky is clear
1824,2017-29-09,60.63125,1,sky is clear
1825,2017-30-09,58.5548,1,sky is clear
1826,2017-10-01,57.11916667,90,overcast clouds
1827,2017-10-02,58.53625,1,sky is clear
1828,2017-10-03,58.79375,20,few clouds
1829,2017-10-04,60.0696,75,broken clouds
1830,2017-10-05,70.225,1,sky is clear
1831,2017-10-06,71.43032258,90,overcast clouds
1832,2017-10-07,69.8409375,1,sky is clear
1833,2017-10-08,73.70897436,1,sky is clear
1834,2017-10-09,73.21545455,1,sky is clear
1835,2017-10-10,73.73814815,90,light rain
1836,2017-10-11,67.20730769,1,sky is clear
1837,2017-10-12,60.91108108,90,light intensity drizzle
1838,2017-13-10,57.43333333,1,sky is clear
1839,2017-14-10,63.79878049,90,overcast clouds
1840,2017-15-10,66.97323529,90,overcast clouds
1841,2017-16-10,62.03482759,90,overcast clouds
1842,2017-17-10,48.59416667,20,few clouds
1843,2017-18-10,55.11541667,1,sky is clear
1844,2017-19-10,58.4048,1,sky is clear
1845,2017-20-10,61.78375,1,sky is clear
1846,2017-21-10,60.85083333,1,sky is clear
1847,2017-22-10,60.14083333,1,sky is clear
1848,2017-23-10,63.13807692,1,sky is clear
1849,2017-24-10,70.51153846,75,broken clouds
1850,2017-25-10,63.22305556,90,mist
1851,2017-26-10,55.256,1,sky is clear
1852,2017-27-10,51.12166667,1,sky is clear
1853,2017-28-10,55.168,1,sky is clear
1854,2017-29-10,62.82863636,75,broken clouds
1855,2017-30-10,55.42026316,90,heavy intensity rain
1856,2017-31-10,50.49,1,sky is clear
1857,2017-11-01,46.115,1,sky is clear
1858,2017-11-02,61.10827586,75,broken clouds
1859,2017-11-03,63.02,1,sky is clear
1860,2017-11-04,50.82541667,1,sky is clear
1861,2017-11-05,55.35395349,1,sky is clear
1862,2017-11-06,61.72090909,90,mist
1863,2017-11-07,45.18740741,75,broken clouds
1864,2017-11-08,41.7109375,90,moderate rain
1865,2017-11-09,44.18541667,90,overcast clouds
1866,2017-11-10,42.77407407,75,broken clouds
1867,2017-11-11,28.87166667,1,sky is clear
1868,2017-11-12,34.3,1,sky is clear
1869,2017-13-11,41.14027027,1,sky is clear
1870,2017-14-11,39.21208333,1,sky is clear
1871,2017-15-11,40.5472,90,overcast clouds
1872,2017-16-11,50.1296875,90,overcast clouds
1873,2017-17-11,43.905,1,sky is clear
1874,2017-18-11,39.95448276,1,sky is clear
1875,2017-19-11,52.0075,90,moderate rain
1876,2017-20-11,41.09846154,40,scattered clouds
1877,2017-21-11,44.84916667,1,sky is clear
1878,2017-22-11,46.977,1,sky is clear
1879,2017-23-11,36.08958333,90,light rain
1880,2017-24-11,37.29333333,1,sky is clear
1881,2017-25-11,42.97666667,1,sky is clear
1882,2017-26-11,46.72041667,1,sky is clear
1883,2017-27-11,42.24375,75,broken clouds
1884,2017-28-11,40.53375,1,sky is clear
1885,2017-29-11,50.7448,1,sky is clear
1886,2017-30-11,40.7,1,sky is clear
1887,2017-12-01,45.25575758,1,sky is clear
1888,2017-12-02,38.97166667,1,sky is clear
1889,2017-12-03,41.49583333,1,sky is clear
1890,2017-12-04,38.58045455,75,mist
1891,2017-12-05,52.6968,75,broken clouds
1892,2017-12-06,51.03055556,90,moderate rain
1893,2017-12-07,39.26333333,1,sky is clear
1894,2017-12-08,36.06,20,few clouds
1895,2017-12-09,32.3052381,75,broken clouds
1896,2017-12-10,31.43264706,90,light snow
1897,2017-12-11,35.4028,1,sky is clear
1898,2017-12-12,41.50851852,1,sky is clear
1899,2017-13-12,28.20814815,40,light snow
1900,2017-14-12,25.82176471,1,sky is clear
1901,2017-15-12,22.46548387,1,sky is clear
1902,2017-16-12,26.42642857,90,light snow
1903,2017-17-12,34.06333333,90,overcast clouds
1904,2017-18-12,36.9903125,1,sky is clear
1905,2017-19-12,47.6525,90,overcast clouds
1906,2017-20-12,45.52416667,1,sky is clear
1907,2017-21-12,33.89583333,1,sky is clear
1908,2017-22-12,36.92541667,90,overcast clouds
1909,2017-23-12,39.95178571,90,mist
1910,2017-24-12,40.59866667,90,moderate rain
1911,2017-25-12,35.028125,90,overcast clouds
1912,2017-26-12,26.13291667,1,sky is clear
1913,2017-27-12,21.18458333,1,sky is clear
1914,2017-28-12,15.8375,1,sky is clear
1915,2017-29-12,14.82541667,1,sky is clear
1916,2017-30-12,18.25342857,1,sky is clear
1917,2017-31-12,16.0475,1,haze
1918,2018-01-01,10.90666667,1,sky is clear
1919,2018-01-02,16.68458333,1,sky is clear
1920,2018-01-03,18.89333333,1,sky is clear
1921,2018-01-04,23.89111111,1,sky is clear
1922,2018-01-05,15.42551724,90,haze
1923,2018-01-06,10.09958333,1,sky is clear
1924,2018-01-07,8.96875,1,sky is clear
1925,2018-01-08,22.06928571,1,sky is clear
1926,2018-01-09,33.01769231,90,mist
1927,2018-01-10,30.34791667,1,sky is clear
1928,2018-01-11,40.9537931,90,overcast clouds
1929,2018-01-12,53.10352941,1,mist
1930,2018-13-01,50.00464286,90,mist
1931,2018-14-01,19.14083333,1,light snow
1932,2018-15-01,20.69208333,1,sky is clear
1933,2018-16-01,27.95958333,1,sky is clear
1934,2018-17-01,33.4106383,90,overcast clouds
1935,2018-18-01,23.33208333,1,sky is clear
1936,2018-19-01,27.24458333,1,sky is clear
1937,2018-20-01,38.88375,1,sky is clear
1938,2018-21-01,40.46416667,1,sky is clear
1939,2018-22-01,43.23489362,90,overcast clouds
1940,2018-23-01,46.11269231,90,mist
1941,2018-24-01,41.24333333,75,broken clouds
1942,2018-25-01,28.36208333,1,sky is clear
1943,2018-26-01,28.19333333,1,sky is clear
1944,2018-27-01,37.03041667,1,sky is clear
1945,2018-28-01,48.46596154,1,sky is clear
1946,2018-29-01,41.3656,40,fog
1947,2018-30-01,33.22454545,90,overcast clouds
1948,2018-31-01,24.2025,90,overcast clouds
1949,2018-02-01,34.25291667,40,scattered clouds
1950,2018-02-02,33.86536585,90,light intensity drizzle
1951,2018-02-03,20.44958333,1,sky is clear
1952,2018-02-04,34.51864865,1,sky is clear
1953,2018-02-05,36.82969697,90,moderate rain
1954,2018-02-06,28.30625,1,sky is clear
1955,2018-02-07,31.05390244,1,sky is clear
1956,2018-02-08,32.83517241,90,light intensity drizzle
1957,2018-02-09,27.5448,90,overcast clouds
1958,2018-02-10,41.21104167,20,few clouds
1959,2018-02-11,45.53777778,90,heavy intensity rain
1960,2018-02-12,49.36051282,90,mist
1961,2018-13-02,31.69416667,1,sky is clear
1962,2018-14-02,38.0424,1,sky is clear
1963,2018-15-02,47.41297872,1,sky is clear
1964,2018-16-02,53.51444444,1,mist
1965,2018-17-02,34.42615385,1,sky is clear
1966,2018-18-02,35.145,90,snow
1967,2018-19-02,39.26774194,1,sky is clear
1968,2018-20-02,47.52886792,90,light rain
1969,2018-21-02,59.46388889,1,sky is clear
1970,2018-22-02,47.7472973,1,sky is clear
1971,2018-23-02,37.5227907,90,light rain
1972,2018-24-02,44.95783784,90,mist
1973,2018-25-02,43.024,90,light intensity drizzle
1974,2018-26-02,44.43035714,90,mist
1975,2018-27-02,43.42166667,1,sky is clear
1976,2018-28-02,45.56416667,1,sky is clear
1977,2018-03-01,51.3552,1,sky is clear
1978,2018-03-02,39.50857143,90,light rain
1979,2018-03-03,38.107,90,light rain and snow
1980,2018-03-04,40.07166667,90,overcast clouds
1981,2018-03-05,35.9788,20,few clouds
1982,2018-03-06,36.5725,1,sky is clear
1983,2018-03-07,35.01656716,90,overcast clouds
1984,2018-03-08,34.80971429,90,heavy snow
1985,2018-03-09,33.9562963,90,overcast clouds
1986,2018-03-10,35.09458333,1,sky is clear
1987,2018-03-11,36.1,90,light snow
1988,2018-03-12,35.94791667,1,sky is clear
1989,2018-13-03,35.39654545,90,overcast clouds
1990,2018-14-03,34.3924,1,sky is clear
1991,2018-15-03,35.754,90,light snow
1992,2018-16-03,36.01125,40,scattered clouds
1993,2018-17-03,34.44583333,1,sky is clear
1994,2018-18-03,35.825,1,sky is clear
1995,2018-19-03,36.43583333,1,sky is clear
1996,2018-20-03,33.38083333,1,sky is clear
1997,2018-21-03,32.98457627,90,light snow
1998,2018-22-03,34.94,90,snow
1999,2018-23-03,40.7175,1,sky is clear
2000,2018-24-03,40.25541667,90,overcast clouds
2001,2018-25-03,38.8025,1,sky is clear
2002,2018-26-03,37.96541667,1,sky is clear
2003,2018-27-03,36.57291667,1,sky is clear
2004,2018-28-03,39.89275,90,light rain
2005,2018-29-03,48.26666667,90,overcast clouds
2006,2018-30-03,49.55421053,90,mist
2007,2018-31-03,45.95666667,90,light rain
2008,2018-04-01,49.20833333,1,sky is clear
2009,2018-04-02,36.43974359,1,sky is clear
2010,2018-04-03,38.18473684,1,sky is clear
2011,2018-04-04,44.02135593,90,mist
2012,2018-04-05,39.66833333,1,sky is clear
2013,2018-04-06,40.1046875,1,sky is clear
2014,2018-04-07,45.57208333,90,overcast clouds
2015,2018-04-08,37.94,90,overcast clouds
2016,2018-04-09,36.76708333,40,scattered clouds
2017,2018-04-10,39.49531915,90,overcast clouds
2018,2018-04-11,40.94583333,75,broken clouds
2019,2018-04-12,47.70583333,20,few clouds
2020,2018-13-04,65.13125,1,sky is clear
2021,2018-14-04,65.51125,1,sky is clear
2022,2018-15-04,42.31641509,90,light rain
2023,2018-16-04,44.44795918,90,moderate rain
2024,2018-17-04,44.288,75,broken clouds
2025,2018-18-04,42.7704,90,overcast clouds
2026,2018-19-04,43.735625,1,sky is clear
2027,2018-20-04,41.82708333,75,light rain
2028,2018-21-04,46.4875,1,sky is clear
2029,2018-22-04,52.53458333,1,sky is clear
2030,2018-23-04,51.04958333,1,sky is clear
2031,2018-24-04,51.49115385,1,sky is clear
2032,2018-25-04,55.11681818,90,overcast clouds
2033,2018-26-04,57.19755556,90,mist
2034,2018-27-04,53.77552632,20,few clouds
2035,2018-28-04,53.98717949,90,mist
2036,2018-29-04,53.22243243,75,moderate rain
2037,2018-30-04,47.58071429,90,overcast clouds
2038,2018-05-01,56.7984,90,light rain
2039,2018-05-02,71.71791667,1,sky is clear
2040,2018-05-03,78.7052,0,Sky is Clear
2041,2018-05-04,73.16678571,90,light rain
2042,2018-05-05,70.40666667,1,sky is clear
2043,2018-05-06,61.56793103,1,sky is clear
2044,2018-05-07,60.45769231,90,overcast clouds
2045,2018-05-08,59.59269231,1,sky is clear
2046,2018-05-09,59.159,40,scattered clouds
2047,2018-05-10,57.19953488,40,scattered clouds
2048,2018-05-11,62.76972973,75,broken clouds
2049,2018-05-12,57.63411765,75,broken clouds
2050,2018-13-05,52.924,90,moderate rain
2051,2018-14-05,54.99367347,90,light rain
2052,2018-15-05,67.35809524,75,broken clouds
2053,2018-16-05,62.6952381,90,moderate rain
2054,2018-17-05,59.08098361,90,light rain
2055,2018-18-05,63.58366667,1,mist
2056,2018-19-05,53.63714286,90,overcast clouds
2057,2018-20-05,61.54150943,90,mist
2058,2018-21-05,67.42375,40,scattered clouds
2059,2018-22-05,61.35689655,1,sky is clear
2060,2018-23-05,61.98434783,90,mist
2061,2018-24-05,71.59333333,1,sky is clear
2062,2018-25-05,72.75583333,5,sky is clear
2063,2018-26-05,78.86125,20,few clouds
2064,2018-27-05,66.35697674,1,sky is clear
2065,2018-28-05,60.93153846,90,mist
2066,2018-29-05,70.97448276,90,overcast clouds
2067,2018-30-05,67.95571429,1,sky is clear
2068,2018-31-05,65.45836364,1,mist
2069,2018-06-01,67.72278689,90,mist
2070,2018-06-02,75.66225806,1,haze
2071,2018-06-03,64.92655172,75,broken clouds
2072,2018-06-04,55.8027907,1,light rain
2073,2018-06-05,63.50703704,90,overcast clouds
2074,2018-06-06,63.06208333,1,sky is clear
2075,2018-06-07,63.01458333,75,broken clouds
2076,2018-06-08,67.51291667,1,sky is clear
2077,2018-06-09,72.2936,20,few clouds
2078,2018-06-10,67.01151515,1,sky is clear
2079,2018-06-11,61.50578947,90,light rain
2080,2018-06-12,62.75458333,1,sky is clear
2081,2018-13-06,67.43117647,1,sky is clear
2082,2018-14-06,75.12166667,75,broken clouds
2083,2018-15-06,70.06625,20,few clouds
2084,2018-16-06,70.49541667,90,overcast clouds
2085,2018-17-06,74.76125,8,sky is clear
2086,2018-18-06,78.81,75,broken clouds
2087,2018-19-06,79.0721875,75,thunderstorm
2088,2018-20-06,74.16791667,1,sky is clear
2089,2018-21-06,71.18057143,90,overcast clouds
2090,2018-22-06,70.45875,40,scattered clouds
2091,2018-23-06,64.58368421,75,broken clouds
2092,2018-24-06,69.81567568,90,overcast clouds
2093,2018-25-06,73.6275,40,scattered clouds
2094,2018-26-06,69.00333333,75,broken clouds
2095,2018-27-06,68.68416667,75,broken clouds
2096,2018-28-06,74.08066667,90,moderate rain
2097,2018-29-06,77.95692308,20,thunderstorm
2098,2018-30-06,80.32,1,sky is clear
2099,2018-07-01,83.59875,1,sky is clear
2100,2018-07-02,81.79032258,1,sky is clear
2101,2018-07-03,81.164,1,sky is clear
2102,2018-07-04,80.24757576,20,haze
2103,2018-07-05,80.04730769,1,sky is clear
2104,2018-07-06,78.00875,20,few clouds
2105,2018-07-07,69.89708333,1,sky is clear
2106,2018-07-08,69.49916667,1,sky is clear
2107,2018-07-09,73.62041667,1,sky is clear
2108,2018-07-10,78.70458333,1,sky is clear
2109,2018-07-11,79.34,1,sky is clear
2110,2018-07-12,74.7428,90,overcast clouds
2111,2018-13-07,74.19416667,1,sky is clear
2112,2018-14-07,76.9825,1,sky is clear
2113,2018-15-07,74.02866667,20,few clouds
2114,2018-16-07,80.02416667,1,sky is clear
2115,2018-17-07,77.03657143,1,sky is clear
2116,2018-18-07,74.64206897,90,moderate rain
2117,2018-19-07,72.71416667,1,sky is clear
2118,2018-20-07,72.895,1,sky is clear
2119,2018-21-07,70.595,1,sky is clear
2120,2018-22-07,72.40255814,90,heavy intensity rain
2121,2018-23-07,76.21666667,90,heavy intensity rain
2122,2018-24-07,78.43966667,90,light rain
2123,2018-25-07,76.14,90,mist
2124,2018-26-07,75.86606061,90,heavy intensity rain
2125,2018-27-07,77.96441176,20,few clouds
2126,2018-28-07,73.94255814,75,light rain
2127,2018-29-07,75.47375,75,broken clouds
2128,2018-30-07,73.18458333,90,overcast clouds
2129,2018-31-07,72.8532,1,light rain
2130,2018-08-01,77.445,1,sky is clear
2131,2018-08-02,80.55517241,40,scattered clouds
2132,2018-08-03,77.10918919,20,light rain
2133,2018-08-04,76.62057143,1,sky is clear
2134,2018-08-05,80.138,1,sky is clear
2135,2018-08-06,82.14846154,20,few clouds
2136,2018-08-07,81.7336,1,sky is clear
2137,2018-08-08,78.311875,90,heavy intensity rain
2138,2018-08-09,79.759,20,light rain
2139,2018-08-10,77.96416667,1,sky is clear
2140,2018-08-11,73.97767857,90,overcast clouds
2141,2018-08-12,75.215625,90,mist
2142,2018-13-08,73.35341463,40,light rain
2143,2018-14-08,73.55886364,90,mist
2144,2018-15-08,76.54375,40,light rain
2145,2018-16-08,80.85125,1,sky is clear
2146,2018-17-08,81.02580645,1,mist
2147,2018-18-08,76.38904762,1,thunderstorm with light rain
2148,2018-19-08,70.30131579,90,light rain
2149,2018-20-08,70.32269231,90,overcast clouds
2150,2018-21-08,70.98791667,40,scattered clouds
2151,2018-22-08,75.34178571,90,overcast clouds
2152,2018-23-08,72.05,1,proximity shower rain
2153,2018-24-08,70.89791667,1,sky is clear
2154,2018-25-08,71.14083333,1,sky is clear
2155,2018-26-08,72.55541667,1,light rain
2156,2018-27-08,77.93846154,90,light rain
2157,2018-28-08,81.59606061,1,haze
2158,2018-29-08,85.1975,1,sky is clear
2159,2018-30-08,83.455,1,sky is clear
2160,2018-31-08,74.11193548,1,sky is clear
2161,2018-09-01,71.44791667,90,light rain
2162,2018-09-02,72.27125,40,scattered clouds
2163,2018-09-03,79.6872,1,light rain
2164,2018-09-04,82.29708333,1,sky is clear
2165,2018-09-05,80.60653846,1,sky is clear
2166,2018-09-06,81.67903226,1,sky is clear
2167,2018-09-07,74.18296296,1,heavy intensity rain
2168,2018-09-08,67.99969697,90,overcast clouds
2169,2018-09-09,58.7204,75,light rain
2170,2018-09-10,58.5925,90,light rain
2171,2018-09-11,65.52970149,90,moderate rain
2172,2018-09-12,73.23701754,90,light rain
2173,2018-13-09,71.73897959,90,moderate rain
2174,2018-14-09,70.5987234,90,light rain
2175,2018-15-09,71.3912,90,overcast clouds
2176,2018-16-09,70.65833333,1,sky is clear
2177,2018-17-09,71.5696875,1,sky is clear
2178,2018-18-09,74.99897959,75,light rain
2179,2018-19-09,71.098,20,few clouds
2180,2018-20-09,68.00653846,75,broken clouds
2181,2018-21-09,68.52833333,90,overcast clouds
2182,2018-22-09,70.60625,90,overcast clouds
2183,2018-23-09,62.1265625,1,sky is clear
2184,2018-24-09,62.43037037,90,light rain
2185,2018-25-09,62.90377358,75,broken clouds
2186,2018-26-09,72.85306122,90,moderate rain
2187,2018-27-09,69.09333333,75,heavy intensity rain
2188,2018-28-09,61.41803922,90,moderate rain
2189,2018-29-09,61.28185185,1,mist
2190,2018-30-09,60.9492,75,broken clouds
2191,2018-10-01,65.8796,1,sky is clear
2192,2018-10-02,69.7059375,1,mist
2193,2018-10-03,67.98184211,90,light rain
2194,2018-10-04,65.81642857,1,sky is clear
2195,2018-10-05,66.5004,90,mist
2196,2018-10-06,64.19771429,75,broken clouds
2197,2018-10-07,69.87634146,90,light intensity drizzle
2198,2018-10-08,66.538,1,mist
2199,2018-10-09,67.39943396,90,light rain
2200,2018-10-10,71.41878788,1,mist
2201,2018-10-11,72.69488372,75,broken clouds
2202,2018-10-12,64.18189189,90,heavy intensity rain
2203,2018-13-10,50.25178571,1,sky is clear
2204,2018-14-10,49.31125,1,sky is clear
2205,2018-15-10,57.24175,75,broken clouds
2206,2018-16-10,56.815,90,light rain
2207,2018-17-10,51.18375,1,sky is clear
2208,2018-18-10,46.78291667,1,sky is clear
2209,2018-19-10,46.15333333,1,sky is clear
2210,2018-20-10,55.81433333,75,broken clouds
2211,2018-21-10,47.646,1,sky is clear
2212,2018-22-10,41.32708333,1,sky is clear
2213,2018-23-10,51.01333333,1,sky is clear
2214,2018-24-10,49.30125,40,scattered clouds
2215,2018-25-10,44.80625,40,scattered clouds
2216,2018-26-10,41.34833333,1,sky is clear
2217,2018-27-10,47.25,90,overcast clouds
2218,2018-28-10,48.01227273,90,light intensity drizzle
2219,2018-29-10,50.43914286,90,overcast clouds
2220,2018-30-10,47.72,90,light rain
2221,2018-31-10,48.66958333,1,sky is clear
2222,2018-11-01,60.58291667,75,broken clouds
2223,2018-11-02,66.56848485,1,sky is clear
2224,2018-11-03,59.7752381,90,light rain
2225,2018-11-04,47.56166667,1,sky is clear
2226,2018-11-05,48.884375,1,sky is clear
2227,2018-11-06,52.22716418,90,light rain
2228,2018-11-07,56.26259259,20,light rain
2229,2018-11-08,52.08875,75,broken clouds
2230,2018-11-09,45.08107143,1,sky is clear
2231,2018-11-10,47.03097561,90,heavy intensity rain
2232,2018-11-11,37.44208333,1,sky is clear
2233,2018-11-12,38.06125,1,sky is clear
2234,2018-13-11,46.082,1,sky is clear
2235,2018-14-11,39.33875,90,overcast clouds
2236,2018-15-11,30.90810811,1,sky is clear
2237,2018-16-11,36.01098361,90,moderate rain
2238,2018-17-11,41.28041667,20,few clouds
2239,2018-18-11,40.27208333,90,overcast clouds
2240,2018-19-11,43.24111111,88,overcast clouds
2241,2018-20-11,43.77942857,1,sky is clear
2242,2018-21-11,39.2392,90,overcast clouds
2243,2018-22-11,27.17,90,light rain
2244,2018-23-11,21.17416667,1,sky is clear
2245,2018-24-11,31.80958333,1,sky is clear
2246,2018-25-11,47.69243243,90,moderate rain
2247,2018-26-11,47.01896552,75,broken clouds
2248,2018-27-11,44.11139535,90,heavy intensity rain
2249,2018-28-11,37.97958333,75,light rain
2250,2018-29-11,41.2275,75,broken clouds
2251,2018-30-11,38.595,75,broken clouds
2252,2018-12-01,38.91645161,90,light rain
2253,2018-12-02,46.86067568,90,moderate rain
2254,2018-12-03,52.93022222,90,light rain
2255,2018-12-04,40.90333333,75,broken clouds
2256,2018-12-05,30.63458333,1,light rain
2257,2018-12-06,32.12375,90,overcast clouds
2258,2018-12-07,36.0325,90,overcast clouds
2259,2018-12-08,28.2548,1,sky is clear
2260,2018-12-09,28.98125,40,scattered clouds
2261,2018-12-10,31.0275,90,overcast clouds
2262,2018-12-11,30.90333333,20,few clouds
2263,2018-12-12,34.73166667,20,few clouds
2264,2018-13-12,34.13378378,75,broken clouds
2265,2018-14-12,42.05689655,90,light rain
2266,2018-15-12,47.53545455,90,light rain
2267,2018-16-12,41.596,90,overcast clouds
2268,2018-17-12,39.8840625,90,moderate rain
2269,2018-18-12,36.45791667,90,overcast clouds
2270,2018-19-12,31.6225,20,few clouds
2271,2018-20-12,38.06733333,1,sky is clear
2272,2018-21-12,53.74421053,90,moderate rain
2273,2018-22-12,48.85821429,90,mist
2274,2018-23-12,40.22083333,75,broken clouds
2275,2018-24-12,37.68,40,scattered clouds
2276,2018-25-12,36.73791667,75,broken clouds
2277,2018-26-12,36.10833333,75,broken clouds
2278,2018-27-12,39.41916667,1,sky is clear
2279,2018-28-12,47.92434783,40,scattered clouds
2280,2018-29-12,52.17538462,90,light rain
2281,2018-30-12,38.05666667,40,scattered clouds
2282,2018-31-12,37.97448276,75,broken clouds
2283,2019-01-01,48.8397561,90,moderate rain
2284,2019-01-02,38.50708333,75,broken clouds
2285,2019-01-03,39.9975,90,overcast clouds
2286,2019-01-04,37.90166667,75,broken clouds
2287,2019-01-05,43.49910714,1,sky is clear
2288,2019-01-06,43.74555556,90,light rain
2289,2019-01-07,30.44375,75,broken clouds
2290,2019-01-08,37.48162791,90,overcast clouds
2291,2019-01-09,42.10774194,90,mist
2292,2019-01-10,33.3516,75,broken clouds
2293,2019-01-11,27.26916667,40,scattered clouds
2294,2019-01-12,24.9475,20,few clouds
2295,2019-13-01,28.42769231,90,overcast clouds
2296,2019-14-01,26.28125,75,broken clouds
2297,2019-15-01,27.12,20,few clouds
2298,2019-16-01,29.83551724,20,few clouds
2299,2019-17-01,30.24666667,75,broken clouds
2300,2019-18-01,31.81543478,90,snow
2301,2019-19-01,33.1672,40,light rain
2302,2019-20-01,35.97328125,90,light rain
2303,2019-21-01,11.23291667,40,light snow
2304,2019-22-01,17.41708333,20,few clouds
2305,2019-23-01,31.38041667,75,snow
2306,2019-24-01,50.51222222,75,broken clouds
2307,2019-25-01,35.82833333,40,scattered clouds
2308,2019-26-01,28.27791667,20,few clouds
2309,2019-27-01,35.11875,75,broken clouds
2310,2019-28-01,32.13791667,40,scattered clouds
2311,2019-29-01,31.75684211,40,scattered clouds
2312,2019-30-01,30.23025,90,moderate rain
2313,2019-31-01,7.925416667,20,few clouds
2314,2019-02-01,13.54291667,20,few clouds
2315,2019-02-02,20.41333333,40,scattered clouds
2316,2019-02-03,34.64777778,75,snow
2317,2019-02-04,39.35793103,75,mist
2318,2019-02-05,42.69428571,20,few clouds
2319,2019-02-06,42.2875,1,sky is clear
2320,2019-02-07,40.34452381,90,moderate rain
2321,2019-02-08,42.38830508,90,mist
2322,2019-02-09,30.47333333,20,few clouds
2323,2019-02-10,27.14583333,1,sky is clear
2324,2019-02-11,32.184375,90,light rain
2325,2019-02-12,29.44575,90,overcast clouds
2326,2019-13-02,35.38684211,90,light rain
2327,2019-14-02,36.2492,1,sky is clear
2328,2019-15-02,43.97791667,1,sky is clear
2329,2019-16-02,42.88291667,1,light rain
2330,2019-17-02,31.39166667,1,sky is clear
2331,2019-18-02,34.72037037,90,overcast clouds
2332,2019-19-02,28.42958333,40,scattered clouds
2333,2019-20-02,28.07973684,1,sky is clear
2334,2019-21-02,34.35833333,90,snow
2335,2019-22-02,41.96916667,1,light rain
2336,2019-23-02,35.5575,1,sky is clear
2337,2019-24-02,40.38225806,90,overcast clouds
2338,2019-25-02,40.81538462,90,mist
2339,2019-26-02,31.07833333,1,light rain
2340,2019-27-02,26.88041667,1,sky is clear
2341,2019-28-02,30.37714286,90,overcast clouds
2342,2019-03-01,29.84352941,75,broken clouds
2343,2019-03-02,33.34244444,90,overcast clouds
2344,2019-03-03,37.77230769,90,heavy snow
2345,2019-03-04,33.80696429,90,light rain
2346,2019-03-05,27.39125,40,scattered clouds
2347,2019-03-06,23.80208333,1,sky is clear
2348,2019-03-07,23.8084,20,light snow
2349,2019-03-08,29.06583333,1,sky is clear
2350,2019-03-09,38.26541667,75,broken clouds
2351,2019-03-10,38.40159091,1,sky is clear
2352,2019-03-11,44.22166667,90,mist
2353,2019-03-12,40.57583333,1,sky is clear
2354,2019-13-03,37.26416667,1,sky is clear
2355,2019-14-03,45.665,1,sky is clear
2356,2019-15-03,56.4312,1,sky is clear
2357,2019-16-03,53.44451613,90,proximity thunderstorm
2358,2019-17-03,38.89583333,40,scattered clouds
2359,2019-18-03,37.39375,20,few clouds
2360,2019-19-03,39.91708333,90,overcast clouds
2361,2019-20-03,41.70125,1,sky is clear
2362,2019-21-03,44.43697674,1,sky is clear
2363,2019-22-03,43.01659574,90,moderate rain
2364,2019-23-03,40.025,1,sky is clear
2365,2019-24-03,45.4452,1,sky is clear
2366,2019-25-03,50.2575,1,sky is clear
2367,2019-26-03,40.98083333,75,light rain
2368,2019-27-03,38.5725,1,sky is clear
2369,2019-28-03,39.73083333,1,sky is clear
2370,2019-29-03,50.07111111,1,sky is clear
2371,2019-30-03,55.74625,90,overcast clouds
2372,2019-31-03,54.4846875,1,sky is clear
2373,2019-04-01,39.17666667,75,broken clouds
2374,2019-04-02,39.78208333,1,sky is clear
2375,2019-04-03,49.168,90,overcast clouds
2376,2019-04-04,50.50958333,1,sky is clear
2377,2019-04-05,40.56823529,75,broken clouds
2378,2019-04-06,43.59456522,90,light rain
2379,2019-04-07,54.57958333,1,sky is clear
2380,2019-04-08,59.46214286,90,overcast clouds
2381,2019-04-09,50.38944444,1,sky is clear
2382,2019-04-10,49.52307692,90,light rain
2383,2019-04-11,44.79333333,1,sky is clear
2384,2019-04-12,51.3492,90,overcast clouds
2385,2019-13-04,62.98675676,90,moderate rain
2386,2019-14-04,63.538125,1,sky is clear
2387,2019-15-04,59.70697674,90,mist
2388,2019-16-04,50.7864,90,proximity shower rain
2389,2019-17-04,53.76115385,90,overcast clouds
2390,2019-18-04,53.40444444,1,sky is clear
2391,2019-19-04,65.41833333,75,broken clouds
2392,2019-20-04,63.9992,40,light rain
2393,2019-21-04,57.59375,75,broken clouds
2394,2019-22-04,57.50212121,75,broken clouds
2395,2019-23-04,61.75965517,90,light rain
2396,2019-24-04,64.07416667,90,light rain
2397,2019-25-04,56.20666667,40,scattered clouds
2398,2019-26-04,53.94416667,90,light rain
2399,2019-27-04,54.20945946,90,heavy intensity rain
2400,2019-28-04,49.15458333,20,few clouds
2401,2019-29-04,48.13958333,75,broken clouds
2402,2019-30-04,52.63973684,90,overcast clouds
2403,2019-05-01,52.65461538,75,broken clouds
